"","V1"
"nomin_ThomasEDewey_2_42",3
"nomin_ThomasEDewey_2_43",14
"nomin_ThomasEDewey_2_44",9
"nomin_ThomasEDewey_2_45",14
"nomin_ThomasEDewey_2_46",14
"nomin_ThomasEDewey_2_47",11
"nomin_ThomasEDewey_2_48",11
"nomin_ThomasEDewey_2_49",11
"nomin_ThomasEDewey_2_50",11
"nomin_ThomasEDewey_2_51",3
"nomin_ThomasEDewey_2_52",14
"nomin_ThomasEDewey_2_53",9
"nomin_ThomasEDewey_2_54",14
"nomin_ThomasEDewey_2_55",9
"nomin_ThomasEDewey_2_56",5
"nomin_ThomasEDewey_2_57",13
"nomin_ThomasEDewey_2_58",12
"nomin_ThomasEDewey_2_59",14
"nomin_ThomasEDewey_2_60",14
"nomin_ThomasEDewey_2_61",14
"nomin_ThomasEDewey_2_62",14
"nomin_ThomasEDewey_2_63",15
"nomin_ThomasEDewey_2_64",8
"nomin_ThomasEDewey_2_65",6
"nomin_ThomasEDewey_2_66",6
"nomin_ThomasEDewey_2_67",14
"nomin_ThomasEDewey_2_68",14
"nomin_ThomasEDewey_2_69",14
"nomin_ThomasEDewey_2_70",15
"nomin_ThomasEDewey_2_71",14
"nomin_ThomasEDewey_2_72",1
"nomin_ThomasEDewey_2_73",14
"nomin_ThomasEDewey_2_74",14
"nomin_ThomasEDewey_2_75",14
"nomin_ThomasEDewey_2_76",14
"nomin_ThomasEDewey_2_77",14
"nomin_ThomasEDewey_2_78",14
"nomin_ThomasEDewey_2_79",14
"nomin_ThomasEDewey_2_80",14
"nomin_ThomasEDewey_2_81",14
"nomin_ThomasEDewey_2_82",14
"nomin_ThomasEDewey_1_2",8
"nomin_ThomasEDewey_1_3",8
"nomin_ThomasEDewey_1_4",8
"nomin_ThomasEDewey_1_5",8
"nomin_ThomasEDewey_1_6",2
"nomin_ThomasEDewey_1_7",2
"nomin_ThomasEDewey_1_8",4
"nomin_ThomasEDewey_1_9",6
"nomin_ThomasEDewey_1_10",8
"nomin_ThomasEDewey_1_11",8
"nomin_ThomasEDewey_1_12",8
"nomin_ThomasEDewey_1_13",8
"nomin_ThomasEDewey_1_14",8
"nomin_ThomasEDewey_1_15",8
"nomin_ThomasEDewey_1_16",3
"nomin_ThomasEDewey_1_17",3
"nomin_ThomasEDewey_1_18",3
"nomin_ThomasEDewey_1_19",2
"nomin_ThomasEDewey_1_20",2
"nomin_ThomasEDewey_1_21",3
"nomin_ThomasEDewey_1_22",3
"nomin_ThomasEDewey_1_23",3
"nomin_ThomasEDewey_1_24",3
"nomin_ThomasEDewey_1_25",3
"nomin_ThomasEDewey_1_26",3
"nomin_ThomasEDewey_1_27",3
"nomin_ThomasEDewey_1_28",14
"nomin_ThomasEDewey_1_29",14
"nomin_ThomasEDewey_1_30",2
"nomin_ThomasEDewey_1_31",9
"nomin_ThomasEDewey_1_32",9
"nomin_ThomasEDewey_1_33",9
"nomin_ThomasEDewey_1_34",3
"nomin_ThomasEDewey_1_35",8
"nomin_ThomasEDewey_1_36",11
"nomin_ThomasEDewey_1_37",8
"nomin_ThomasEDewey_1_38",11
"nomin_ThomasEDewey_1_39",9
"nomin_ThomasEDewey_1_40",11
"nomin_ThomasEDewey_1_41",11
"nomin_ThomasEDewey_1_42",11
"nomin_ThomasEDewey_1_43",11
"nomin_ThomasEDewey_1_44",10
"nomin_ThomasEDewey_1_45",11
"nomin_ThomasEDewey_1_46",8
"nomin_ThomasEDewey_1_47",11
"nomin_ThomasEDewey_1_48",11
"nomin_ThomasEDewey_1_49",11
"nomin_ThomasEDewey_1_50",11
"nomin_ThomasEDewey_1_51",11
"nomin_ThomasEDewey_1_52",11
"nomin_ThomasEDewey_1_53",8
"nomin_ThomasEDewey_1_54",1
"nomin_ThomasEDewey_1_55",12
"nomin_ThomasEDewey_1_56",12
"nomin_ThomasEDewey_1_57",10
"nomin_ThomasEDewey_1_58",10
"nomin_ThomasEDewey_1_59",10
"nomin_ThomasEDewey_1_60",13
"nomin_ThomasEDewey_1_61",8
"nomin_ThomasEDewey_1_62",11
"nomin_ThomasEDewey_1_63",11
"nomin_ThomasEDewey_1_64",9
"nomin_ThomasEDewey_1_65",9
"nomin_ThomasEDewey_1_66",9
"nomin_ThomasEDewey_1_67",6
"nomin_ThomasEDewey_1_68",11
"nomin_ThomasEDewey_1_69",6
"nomin_ThomasEDewey_1_70",9
"nomin_ThomasEDewey_1_71",9
"nomin_ThomasEDewey_1_72",9
"nomin_ThomasEDewey_1_73",2
"nomin_ThomasEDewey_1_74",12
"nomin_ThomasEDewey_1_75",12
"nomin_ThomasEDewey_1_76",11
"nomin_ThomasEDewey_1_77",11
"nomin_ThomasEDewey_1_78",11
"nomin_ThomasEDewey_1_79",15
"nomin_ThomasEDewey_1_80",15
"nomin_ThomasEDewey_1_81",15
"nomin_ThomasEDewey_1_82",12
"nomin_ThomasEDewey_1_83",9
"nomin_ThomasEDewey_1_84",9
"nomin_ThomasEDewey_1_85",9
"nomin_ThomasEDewey_1_86",3
"nomin_ThomasEDewey_1_87",6
"nomin_ThomasEDewey_1_88",9
"nomin_ThomasEDewey_1_89",9
"nomin_ThomasEDewey_1_90",6
"nomin_ThomasEDewey_1_91",9
"nomin_ThomasEDewey_1_92",11
"nomin_ThomasEDewey_1_93",6
"nomin_ThomasEDewey_1_94",3
"nomin_ThomasEDewey_1_95",9
"nomin_ThomasEDewey_1_96",3
"nomin_ThomasEDewey_1_97",6
"nomin_ThomasEDewey_1_98",3
"nomin_ThomasEDewey_1_99",13
"nomin_ThomasEDewey_1_100",13
"nomin_ThomasEDewey_1_101",13
"nomin_ThomasEDewey_1_102",13
"nomin_ThomasEDewey_1_103",11
"nomin_ThomasEDewey_1_104",11
"nomin_ThomasEDewey_1_105",13
"nomin_ThomasEDewey_1_106",13
"nomin_ThomasEDewey_1_107",13
"nomin_ThomasEDewey_1_108",13
"nomin_ThomasEDewey_1_109",13
"nomin_ThomasEDewey_1_110",1
"nomin_ThomasEDewey_1_111",1
"nomin_ThomasEDewey_1_112",1
"nomin_ThomasEDewey_1_113",3
"nomin_ThomasEDewey_1_114",13
"nomin_ThomasEDewey_1_115",13
"nomin_ThomasEDewey_1_116",13
"nomin_ThomasEDewey_1_117",8
"nomin_ThomasEDewey_1_118",8
"nomin_ThomasEDewey_1_119",4
"nomin_ThomasEDewey_1_120",14
"nomin_ThomasEDewey_1_121",14
"nomin_ThomasEDewey_1_122",14
"nomin_ThomasEDewey_1_123",6
"nomin_ThomasEDewey_1_124",6
"nomin_ThomasEDewey_1_125",15
"nomin_ThomasEDewey_1_126",14
"nomin_ThomasEDewey_1_127",13
"nomin_ThomasEDewey_1_128",13
"nomin_ThomasEDewey_1_129",13
"nomin_ThomasEDewey_1_130",9
"nomin_ThomasEDewey_1_131",15
"nomin_ThomasEDewey_1_132",8
"nomin_ThomasEDewey_1_133",15
"nomin_ThomasEDewey_1_134",15
"nomin_ThomasEDewey_1_135",15
"nomin_ThomasEDewey_1_136",6
"nomin_ThomasEDewey_1_137",6
"nomin_ThomasEDewey_1_138",15
"nomin_ThomasEDewey_1_139",15
"nomin_ThomasEDewey_1_140",6
"nomin_ThomasEDewey_1_141",6
"nomin_WendellLWillkie_1_2",8
"nomin_WendellLWillkie_1_3",8
"nomin_WendellLWillkie_1_4",12
"nomin_WendellLWillkie_1_5",12
"nomin_WendellLWillkie_1_6",5
"nomin_WendellLWillkie_1_7",12
"nomin_WendellLWillkie_1_8",12
"nomin_WendellLWillkie_1_9",3
"nomin_WendellLWillkie_1_10",3
"nomin_WendellLWillkie_1_11",12
"nomin_WendellLWillkie_1_12",12
"nomin_WendellLWillkie_1_13",12
"nomin_WendellLWillkie_1_14",12
"nomin_WendellLWillkie_1_15",12
"nomin_WendellLWillkie_1_16",12
"nomin_WendellLWillkie_1_17",12
"nomin_WendellLWillkie_1_18",3
"nomin_WendellLWillkie_1_19",3
"nomin_WendellLWillkie_1_20",3
"nomin_WendellLWillkie_1_21",12
"nomin_WendellLWillkie_1_22",6
"nomin_WendellLWillkie_1_23",6
"nomin_WendellLWillkie_1_24",6
"nomin_WendellLWillkie_1_25",6
"nomin_WendellLWillkie_1_26",5
"nomin_WendellLWillkie_1_27",5
"nomin_WendellLWillkie_1_28",5
"nomin_WendellLWillkie_1_29",14
"nomin_WendellLWillkie_1_30",4
"nomin_WendellLWillkie_1_31",4
"nomin_WendellLWillkie_1_32",4
"nomin_WendellLWillkie_1_33",8
"nomin_WendellLWillkie_1_34",6
"nomin_WendellLWillkie_1_35",15
"nomin_WendellLWillkie_1_36",8
"nomin_WendellLWillkie_1_37",6
"nomin_WendellLWillkie_1_38",15
"nomin_WendellLWillkie_1_39",6
"nomin_WendellLWillkie_1_40",6
"nomin_WendellLWillkie_1_41",6
"nomin_WendellLWillkie_1_42",3
"nomin_WendellLWillkie_1_43",6
"nomin_WendellLWillkie_1_44",6
"nomin_WendellLWillkie_1_45",6
"nomin_WendellLWillkie_1_46",6
"nomin_WendellLWillkie_1_47",2
"nomin_WendellLWillkie_1_48",14
"nomin_WendellLWillkie_1_49",14
"nomin_WendellLWillkie_1_50",14
"nomin_WendellLWillkie_1_51",14
"nomin_WendellLWillkie_1_52",6
"nomin_WendellLWillkie_1_53",3
"nomin_WendellLWillkie_1_54",14
"nomin_WendellLWillkie_1_55",4
"nomin_WendellLWillkie_1_56",14
"nomin_WendellLWillkie_1_57",14
"nomin_WendellLWillkie_1_58",14
"nomin_WendellLWillkie_1_59",14
"nomin_WendellLWillkie_1_60",4
"nomin_WendellLWillkie_1_61",3
"nomin_WendellLWillkie_1_62",8
"nomin_WendellLWillkie_1_63",8
"nomin_WendellLWillkie_1_64",8
"nomin_WendellLWillkie_1_65",6
"nomin_WendellLWillkie_1_66",6
"nomin_WendellLWillkie_1_67",7
"nomin_WendellLWillkie_1_68",8
"nomin_WendellLWillkie_1_69",5
"nomin_WendellLWillkie_1_70",6
"nomin_WendellLWillkie_1_71",6
"nomin_WendellLWillkie_1_72",15
"nomin_WendellLWillkie_1_73",6
"nomin_WendellLWillkie_1_74",6
"nomin_WendellLWillkie_1_75",11
"nomin_WendellLWillkie_1_76",4
"nomin_WendellLWillkie_1_77",15
"nomin_WendellLWillkie_1_78",6
"nomin_WendellLWillkie_1_79",6
"nomin_WendellLWillkie_1_80",11
"nomin_WendellLWillkie_1_81",13
"nomin_WendellLWillkie_1_82",13
"nomin_WendellLWillkie_1_83",13
"nomin_WendellLWillkie_1_84",14
"nomin_WendellLWillkie_1_85",1
"nomin_WendellLWillkie_1_86",5
"nomin_WendellLWillkie_1_87",1
"nomin_WendellLWillkie_1_88",6
"nomin_WendellLWillkie_1_89",9
"nomin_WendellLWillkie_1_90",3
"nomin_WendellLWillkie_1_91",2
"nomin_WendellLWillkie_1_92",2
"nomin_WendellLWillkie_1_93",4
"nomin_WendellLWillkie_1_94",2
"nomin_WendellLWillkie_1_95",9
"nomin_WendellLWillkie_1_96",5
"nomin_WendellLWillkie_1_97",5
"nomin_WendellLWillkie_1_98",5
"nomin_WendellLWillkie_1_99",12
"nomin_WendellLWillkie_1_100",11
"nomin_WendellLWillkie_1_101",11
"nomin_WendellLWillkie_1_102",11
"nomin_WendellLWillkie_1_103",11
"nomin_WendellLWillkie_1_104",11
"nomin_WendellLWillkie_1_105",11
"nomin_WendellLWillkie_1_106",11
"nomin_WendellLWillkie_1_107",11
"nomin_WendellLWillkie_1_108",1
"nomin_WendellLWillkie_1_109",1
"nomin_WendellLWillkie_1_110",1
"nomin_WendellLWillkie_1_111",11
"nomin_WendellLWillkie_1_112",9
"nomin_WendellLWillkie_1_113",9
"nomin_WendellLWillkie_1_114",11
"nomin_WendellLWillkie_1_115",2
"nomin_WendellLWillkie_1_116",2
"nomin_WendellLWillkie_1_117",2
"nomin_WendellLWillkie_1_118",2
"nomin_WendellLWillkie_1_119",11
"nomin_WendellLWillkie_1_120",11
"nomin_WendellLWillkie_1_121",11
"nomin_WendellLWillkie_1_122",8
"nomin_WendellLWillkie_1_123",1
"nomin_WendellLWillkie_1_124",12
"nomin_WendellLWillkie_1_125",12
"nomin_WendellLWillkie_1_126",12
"nomin_WendellLWillkie_1_127",3
"nomin_WendellLWillkie_1_128",3
"nomin_WendellLWillkie_1_129",3
"nomin_WendellLWillkie_1_130",2
"nomin_WendellLWillkie_1_131",10
"nomin_WendellLWillkie_1_132",2
"nomin_WendellLWillkie_1_133",2
"nomin_WendellLWillkie_1_134",2
"nomin_WendellLWillkie_1_135",5
"nomin_WendellLWillkie_1_136",9
"nomin_WendellLWillkie_1_137",12
"nomin_WendellLWillkie_1_138",5
"nomin_WendellLWillkie_1_139",2
"nomin_WendellLWillkie_1_140",9
"nomin_WendellLWillkie_1_141",9
"nomin_WendellLWillkie_1_142",15
"nomin_WendellLWillkie_1_143",6
"nomin_WendellLWillkie_1_144",2
"nomin_WendellLWillkie_1_145",11
"nomin_WendellLWillkie_1_146",11
"nomin_WendellLWillkie_1_147",11
"nomin_WendellLWillkie_1_148",1
"nomin_WendellLWillkie_1_149",14
"nomin_WendellLWillkie_1_150",11
"nomin_WendellLWillkie_1_151",11
"nomin_WendellLWillkie_1_152",11
"nomin_WendellLWillkie_1_153",15
"nomin_WendellLWillkie_1_154",6
"nomin_WendellLWillkie_1_155",15
"nomin_WendellLWillkie_1_156",13
"nomin_WendellLWillkie_1_157",11
"nomin_WendellLWillkie_1_158",10
"nomin_WendellLWillkie_1_159",13
"nomin_WendellLWillkie_1_160",13
"nomin_WendellLWillkie_1_161",9
"nomin_WendellLWillkie_1_162",9
"nomin_WendellLWillkie_1_163",9
"nomin_WendellLWillkie_1_164",11
"nomin_WendellLWillkie_1_165",11
"nomin_WendellLWillkie_1_166",13
"nomin_WendellLWillkie_1_167",10
"nomin_WendellLWillkie_1_168",6
"nomin_WendellLWillkie_1_169",1
"nomin_WendellLWillkie_1_170",1
"nomin_WendellLWillkie_1_171",13
"nomin_WendellLWillkie_1_172",13
"nomin_WendellLWillkie_1_173",14
"nomin_WendellLWillkie_1_174",14
"nomin_WendellLWillkie_1_175",14
"nomin_WendellLWillkie_1_176",15
"nomin_WendellLWillkie_1_177",14
"nomin_WendellLWillkie_1_178",14
"nomin_WendellLWillkie_1_179",15
"nomin_WendellLWillkie_1_180",15
"nomin_WendellLWillkie_1_181",10
"nomin_WendellLWillkie_1_182",10
"nomin_WendellLWillkie_1_183",5
"nomin_WendellLWillkie_1_184",9
"nomin_WendellLWillkie_1_185",9
"nomin_WendellLWillkie_1_186",8
"nomin_WendellLWillkie_1_187",9
"nomin_WendellLWillkie_1_188",9
"nomin_WendellLWillkie_1_189",15
"nomin_WendellLWillkie_1_190",3
"nomin_WendellLWillkie_1_191",11
"nomin_WendellLWillkie_1_192",4
"nomin_WendellLWillkie_1_193",4
"nomin_WendellLWillkie_1_194",12
"nomin_WendellLWillkie_1_195",1
"nomin_WendellLWillkie_1_196",6
"nomin_WendellLWillkie_1_197",12
"nomin_WendellLWillkie_1_198",15
"nomin_WendellLWillkie_1_199",15
"nomin_WendellLWillkie_1_200",15
"nomin_WendellLWillkie_1_201",13
"nomin_WendellLWillkie_1_202",13
"nomin_WendellLWillkie_1_203",7
"nomin_WendellLWillkie_1_204",4
"nomin_WendellLWillkie_1_205",12
"nomin_WendellLWillkie_1_206",12
"nomin_WendellLWillkie_1_207",6
"nomin_WendellLWillkie_1_208",14
"nomin_WendellLWillkie_1_209",4
"nomin_WendellLWillkie_1_210",4
"nomin_WendellLWillkie_1_211",4
"nomin_WendellLWillkie_1_212",4
"nomin_WendellLWillkie_1_213",4
"nomin_WendellLWillkie_1_214",4
"nomin_WendellLWillkie_1_215",3
"nomin_WendellLWillkie_1_216",1
"nomin_WendellLWillkie_1_217",1
"nomin_WendellLWillkie_1_218",1
"nomin_WendellLWillkie_1_219",1
"nomin_WendellLWillkie_1_220",1
"nomin_WendellLWillkie_1_221",5
"nomin_WendellLWillkie_1_222",1
"nomin_WendellLWillkie_1_223",1
"nomin_WendellLWillkie_1_224",14
"nomin_WendellLWillkie_1_225",9
"nomin_WendellLWillkie_1_226",4
"nomin_WendellLWillkie_1_227",4
"nomin_WendellLWillkie_1_228",2
"nomin_WendellLWillkie_1_229",2
"nomin_WendellLWillkie_1_230",2
"nomin_WendellLWillkie_1_231",1
"nomin_WendellLWillkie_1_232",4
"nomin_WendellLWillkie_1_233",4
"nomin_WendellLWillkie_1_234",1
"nomin_WendellLWillkie_1_235",1
"nomin_WendellLWillkie_1_236",1
"nomin_WendellLWillkie_1_237",1
"nomin_WendellLWillkie_1_238",1
"nomin_WendellLWillkie_1_239",15
"nomin_WendellLWillkie_1_240",15
"nomin_WendellLWillkie_1_241",15
"nomin_WendellLWillkie_1_242",5
"nomin_WendellLWillkie_1_243",11
"nomin_WendellLWillkie_1_244",4
"nomin_WendellLWillkie_1_245",4
"nomin_WendellLWillkie_1_246",4
"nomin_WendellLWillkie_1_247",4
"nomin_WendellLWillkie_1_248",4
"nomin_WendellLWillkie_1_249",6
"nomin_WendellLWillkie_1_250",6
"nomin_WendellLWillkie_1_251",6
"nomin_WendellLWillkie_1_252",3
"nomin_WendellLWillkie_1_253",2
"nomin_WendellLWillkie_1_254",3
"nomin_WendellLWillkie_1_255",7
"nomin_WendellLWillkie_1_256",6
"nomin_WendellLWillkie_1_257",6
"nomin_WendellLWillkie_1_258",6
"nomin_WendellLWillkie_1_259",6
"nomin_WendellLWillkie_1_260",6
"nomin_WendellLWillkie_1_261",12
"nomin_WendellLWillkie_1_262",15
"nomin_WendellLWillkie_1_263",1
"nomin_WendellLWillkie_1_264",1
"nomin_WendellLWillkie_1_265",7
"nomin_WendellLWillkie_1_266",1
"nomin_WendellLWillkie_1_267",7
"nomin_WendellLWillkie_1_268",2
"nomin_WendellLWillkie_1_269",9
"nomin_WendellLWillkie_1_270",1
"nomin_WendellLWillkie_1_271",1
"nomin_WendellLWillkie_1_272",1
"nomin_WendellLWillkie_1_273",1
"nomin_WendellLWillkie_1_274",7
"nomin_WendellLWillkie_1_275",8
"nomin_WendellLWillkie_1_276",1
"nomin_WendellLWillkie_1_277",8
"nomin_WendellLWillkie_1_278",1
"nomin_WendellLWillkie_1_279",1
"nomin_WendellLWillkie_1_280",12
"nomin_WendellLWillkie_1_281",12
"nomin_WendellLWillkie_1_282",1
"nomin_WendellLWillkie_1_283",1
"nomin_WendellLWillkie_1_284",7
"nomin_WendellLWillkie_1_285",7
"nomin_WendellLWillkie_1_286",7
"nomin_WendellLWillkie_1_287",10
"nomin_WendellLWillkie_1_288",1
"nomin_WendellLWillkie_1_289",9
"nomin_WendellLWillkie_1_290",1
"nomin_WendellLWillkie_1_291",7
"nomin_WendellLWillkie_1_292",7
"nomin_WendellLWillkie_1_293",7
"nomin_WendellLWillkie_1_294",12
"nomin_WendellLWillkie_1_295",12
"nomin_WendellLWillkie_1_296",12
"nomin_WendellLWillkie_1_297",12
"nomin_WendellLWillkie_1_298",12
"nomin_WendellLWillkie_1_299",14
"nomin_WendellLWillkie_1_300",1
"nomin_WendellLWillkie_1_301",6
"nomin_WendellLWillkie_1_302",12
"nomin_WendellLWillkie_1_303",12
"nomin_WendellLWillkie_1_304",12
"nomin_WendellLWillkie_1_305",12
"nomin_WendellLWillkie_1_306",12
"nomin_WendellLWillkie_1_307",12
"nomin_WendellLWillkie_1_308",12
"nomin_WendellLWillkie_1_309",12
"nomin_WendellLWillkie_1_310",1
"nomin_WendellLWillkie_1_311",12
"nomin_WendellLWillkie_1_312",1
"nomin_WendellLWillkie_1_313",12
"nomin_WendellLWillkie_1_314",12
"nomin_WendellLWillkie_1_315",8
"nomin_WendellLWillkie_1_316",8
"nomin_WendellLWillkie_1_317",14
"nomin_WendellLWillkie_1_318",14
"nomin_WendellLWillkie_1_319",15
"nomin_WendellLWillkie_1_320",2
"nomin_WendellLWillkie_1_321",13
"nomin_WendellLWillkie_1_322",13
"nomin_WendellLWillkie_1_323",8
"nomin_WendellLWillkie_1_324",8
"nomin_WendellLWillkie_1_325",8
"nomin_WendellLWillkie_1_326",6
"nomin_WendellLWillkie_1_327",6
"nomin_WendellLWillkie_1_328",11
"nomin_WendellLWillkie_1_329",3
"nomin_WendellLWillkie_1_330",6
"nomin_WendellLWillkie_1_331",6
"nomin_WendellLWillkie_1_332",3
"nomin_WendellLWillkie_1_333",3
"nomin_WendellLWillkie_1_334",14
"nomin_WendellLWillkie_1_335",6
"nomin_WendellLWillkie_1_336",14
"nomin_WendellLWillkie_1_337",14
"nomin_WendellLWillkie_1_338",12
"nomin_WendellLWillkie_1_339",12
"nomin_WendellLWillkie_1_340",4
"nomin_WendellLWillkie_1_341",4
"nomin_WendellLWillkie_1_342",14
"nomin_WendellLWillkie_1_343",13
"nomin_WendellLWillkie_1_344",13
"nomin_WendellLWillkie_1_345",13
"nomin_WendellLWillkie_1_346",14
"nomin_WendellLWillkie_1_347",12
"nomin_WendellLWillkie_1_348",2
"nomin_WendellLWillkie_1_349",15
"nomin_WendellLWillkie_1_350",15
"nomin_HerbertHoover_2_2",8
"nomin_HerbertHoover_2_3",2
"nomin_HerbertHoover_2_4",5
"nomin_HerbertHoover_2_5",1
"nomin_HerbertHoover_2_6",1
"nomin_HerbertHoover_2_7",15
"nomin_HerbertHoover_2_8",14
"nomin_HerbertHoover_2_9",2
"nomin_HerbertHoover_2_10",2
"nomin_HerbertHoover_2_11",2
"nomin_HerbertHoover_1_2",8
"nomin_HerbertHoover_1_3",8
"nomin_HerbertHoover_1_4",13
"nomin_HerbertHoover_1_5",14
"nomin_HerbertHoover_1_6",6
"nomin_HerbertHoover_1_7",6
"nomin_HerbertHoover_1_8",6
"nomin_HerbertHoover_1_9",6
"nomin_HerbertHoover_1_10",1
"nomin_HerbertHoover_1_11",1
"nomin_HerbertHoover_1_12",1
"nomin_HerbertHoover_1_13",1
"nomin_HerbertHoover_1_14",1
"nomin_HerbertHoover_1_15",1
"nomin_HerbertHoover_1_16",1
"nomin_HerbertHoover_1_17",6
"nomin_HerbertHoover_1_18",9
"nomin_HerbertHoover_1_19",9
"nomin_HerbertHoover_1_20",11
"nomin_HerbertHoover_1_21",11
"nomin_HerbertHoover_1_22",11
"nomin_HerbertHoover_1_23",11
"nomin_HerbertHoover_1_24",11
"nomin_HerbertHoover_1_25",1
"nomin_HerbertHoover_1_26",1
"nomin_HerbertHoover_1_27",1
"nomin_HerbertHoover_1_28",1
"nomin_HerbertHoover_1_29",1
"nomin_HerbertHoover_1_30",1
"nomin_HerbertHoover_1_31",9
"nomin_HerbertHoover_1_32",6
"nomin_HerbertHoover_1_33",13
"nomin_HerbertHoover_1_34",4
"nomin_HerbertHoover_1_35",5
"nomin_HerbertHoover_1_36",2
"nomin_HerbertHoover_1_37",12
"nomin_HerbertHoover_1_38",1
"nomin_HerbertHoover_1_39",1
"nomin_HerbertHoover_1_40",1
"nomin_HerbertHoover_1_41",1
"nomin_HerbertHoover_1_42",1
"nomin_HerbertHoover_1_43",11
"nomin_HerbertHoover_1_44",13
"nomin_HerbertHoover_1_45",11
"nomin_HerbertHoover_1_46",2
"nomin_HerbertHoover_1_47",1
"nomin_HerbertHoover_1_48",4
"nomin_HerbertHoover_1_49",9
"nomin_HerbertHoover_1_50",9
"nomin_HerbertHoover_1_51",1
"nomin_HerbertHoover_1_52",1
"nomin_HerbertHoover_1_53",1
"nomin_HerbertHoover_1_54",1
"nomin_HerbertHoover_1_55",1
"nomin_HerbertHoover_1_56",1
"nomin_HerbertHoover_1_57",14
"nomin_HerbertHoover_1_58",13
"nomin_HerbertHoover_1_59",13
"nomin_HerbertHoover_1_60",2
"nomin_HerbertHoover_1_61",4
"nomin_HerbertHoover_1_62",4
"nomin_HerbertHoover_1_63",4
"nomin_HerbertHoover_1_64",2
"nomin_HerbertHoover_1_65",2
"nomin_HerbertHoover_1_66",1
"nomin_HerbertHoover_1_67",12
"nomin_HerbertHoover_1_68",12
"nomin_HerbertHoover_1_69",12
"nomin_HerbertHoover_1_70",12
"nomin_HerbertHoover_1_71",8
"nomin_HerbertHoover_1_72",2
"nomin_HerbertHoover_1_73",13
"nomin_HerbertHoover_1_74",9
"nomin_HerbertHoover_1_75",9
"nomin_HerbertHoover_1_76",9
"nomin_HerbertHoover_1_77",4
"nomin_HerbertHoover_1_78",4
"nomin_HerbertHoover_1_79",4
"nomin_HerbertHoover_1_80",4
"nomin_HerbertHoover_1_81",4
"nomin_HerbertHoover_1_82",2
"nomin_HerbertHoover_1_83",9
"nomin_HerbertHoover_1_84",9
"nomin_HerbertHoover_1_85",9
"nomin_HerbertHoover_1_86",14
"nomin_HerbertHoover_1_87",14
"nomin_HerbertHoover_1_88",14
"nomin_HerbertHoover_1_89",14
"nomin_HerbertHoover_1_90",14
"nomin_HerbertHoover_1_91",14
"nomin_HerbertHoover_1_92",14
"nomin_HerbertHoover_1_93",1
"nomin_HerbertHoover_1_94",14
"nomin_HerbertHoover_1_95",9
"nomin_HerbertHoover_1_96",9
"nomin_HerbertHoover_1_97",9
"nomin_HerbertHoover_1_98",9
"nomin_HerbertHoover_1_99",9
"nomin_HerbertHoover_1_100",14
"nomin_HerbertHoover_1_101",14
"nomin_HerbertHoover_1_102",14
"nomin_HerbertHoover_1_103",14
"nomin_HerbertHoover_1_104",14
"nomin_HerbertHoover_1_105",14
"nomin_HerbertHoover_1_106",4
"nomin_HerbertHoover_1_107",11
"nomin_HerbertHoover_1_108",11
"nomin_HerbertHoover_1_109",9
"nomin_HerbertHoover_1_110",4
"nomin_HerbertHoover_1_111",9
"nomin_HerbertHoover_1_112",9
"nomin_HerbertHoover_1_113",9
"nomin_HerbertHoover_1_114",9
"nomin_HerbertHoover_1_115",9
"nomin_HerbertHoover_1_116",9
"nomin_HerbertHoover_1_117",4
"nomin_HerbertHoover_1_118",2
"nomin_HerbertHoover_1_119",2
"nomin_HerbertHoover_1_120",1
"nomin_HerbertHoover_1_121",1
"nomin_HerbertHoover_1_122",1
"nomin_HerbertHoover_1_123",1
"nomin_HerbertHoover_1_124",4
"nomin_HerbertHoover_1_125",4
"nomin_HerbertHoover_1_126",4
"nomin_HerbertHoover_1_127",7
"nomin_HerbertHoover_1_128",1
"nomin_HerbertHoover_1_129",1
"nomin_HerbertHoover_1_130",1
"nomin_HerbertHoover_1_131",1
"nomin_HerbertHoover_1_132",1
"nomin_HerbertHoover_1_133",1
"nomin_HerbertHoover_1_134",1
"nomin_HerbertHoover_1_135",1
"nomin_HerbertHoover_1_136",1
"nomin_HerbertHoover_1_137",11
"nomin_HerbertHoover_1_138",1
"nomin_HerbertHoover_1_139",1
"nomin_HerbertHoover_1_140",1
"nomin_HerbertHoover_1_141",1
"nomin_HerbertHoover_1_142",1
"nomin_HerbertHoover_1_143",1
"nomin_HerbertHoover_1_144",1
"nomin_HerbertHoover_1_145",1
"nomin_HerbertHoover_1_146",1
"nomin_HerbertHoover_1_147",1
"nomin_HerbertHoover_1_148",1
"nomin_HerbertHoover_1_149",1
"nomin_HerbertHoover_1_150",2
"nomin_HerbertHoover_1_151",2
"nomin_HerbertHoover_1_152",9
"nomin_HerbertHoover_1_153",9
"nomin_HerbertHoover_1_154",9
"nomin_HerbertHoover_1_155",1
"nomin_HerbertHoover_1_156",1
"nomin_HerbertHoover_1_157",1
"nomin_HerbertHoover_1_158",9
"nomin_HerbertHoover_1_159",9
"nomin_HerbertHoover_1_160",9
"nomin_HerbertHoover_1_161",9
"nomin_HerbertHoover_1_162",5
"nomin_HerbertHoover_1_163",2
"nomin_HerbertHoover_1_164",1
"nomin_HerbertHoover_1_165",1
"nomin_HerbertHoover_1_166",1
"nomin_HerbertHoover_1_167",5
"nomin_HerbertHoover_1_168",5
"nomin_HerbertHoover_1_169",5
