"","V1"
"nomin_BarackObama_1_79",6
"nomin_BarackObama_1_80",10
"nomin_BarackObama_1_81",6
"nomin_BarackObama_1_82",6
"nomin_BarackObama_1_83",8
"nomin_BarackObama_1_84",8
"nomin_BarackObama_1_85",15
"nomin_BarackObama_1_86",15
"nomin_BarackObama_1_87",7
"nomin_BarackObama_1_88",7
"nomin_BarackObama_1_89",7
"nomin_BarackObama_1_90",7
"nomin_BarackObama_1_91",7
"nomin_BarackObama_1_92",7
"nomin_BarackObama_1_93",15
"nomin_BarackObama_1_94",15
"nomin_BarackObama_1_95",15
"nomin_BarackObama_1_96",6
"nomin_BarackObama_1_97",10
"nomin_BarackObama_1_98",13
"nomin_BarackObama_1_99",7
"nomin_BarackObama_1_100",7
"nomin_BarackObama_1_101",7
"nomin_BarackObama_1_102",7
"nomin_BarackObama_1_103",7
"nomin_BarackObama_1_104",7
"nomin_BarackObama_1_105",8
"nomin_BarackObama_1_106",7
"nomin_BarackObama_1_107",8
"nomin_BarackObama_1_108",7
"nomin_BarackObama_1_109",8
"nomin_BarackObama_1_110",7
"nomin_BarackObama_1_111",7
"nomin_BarackObama_1_112",7
"nomin_BarackObama_1_113",7
"nomin_BarackObama_1_114",7
"nomin_BarackObama_1_115",7
"nomin_BarackObama_1_116",7
"nomin_BarackObama_1_117",7
"nomin_BarackObama_1_118",7
"nomin_BarackObama_1_119",7
"nomin_BarackObama_1_120",7
"nomin_BarackObama_1_121",7
"nomin_BarackObama_1_122",7
"nomin_BarackObama_1_123",3
"nomin_BarackObama_1_124",3
"nomin_BarackObama_1_125",7
"nomin_BarackObama_1_126",7
"nomin_BarackObama_1_127",7
"nomin_BarackObama_1_128",7
"nomin_BarackObama_1_129",7
"nomin_BarackObama_1_130",7
"nomin_BarackObama_1_131",7
"nomin_BarackObama_1_132",7
"nomin_BarackObama_1_133",7
"nomin_BarackObama_1_134",15
"nomin_BarackObama_1_135",9
"nomin_BarackObama_1_136",9
"nomin_BarackObama_1_137",9
"nomin_BarackObama_1_138",7
"nomin_BarackObama_1_139",7
"nomin_BarackObama_1_140",6
"nomin_BarackObama_1_141",6
"nomin_BarackObama_1_142",9
"nomin_BarackObama_1_143",15
"nomin_BarackObama_1_144",8
"nomin_BarackObama_1_145",8
"nomin_BarackObama_1_146",8
"nomin_BarackObama_1_147",8
"nomin_BarackObama_1_148",8
"nomin_BarackObama_1_149",11
"nomin_BarackObama_1_150",10
"nomin_BarackObama_1_151",11
"nomin_BarackObama_1_152",11
"nomin_BarackObama_1_153",11
"nomin_BarackObama_1_154",10
"nomin_BarackObama_1_155",10
"nomin_BarackObama_1_156",8
"nomin_BarackObama_1_157",10
"nomin_BarackObama_1_158",10
"nomin_BarackObama_1_159",10
"nomin_BarackObama_1_160",3
"nomin_BarackObama_1_161",11
"nomin_BarackObama_1_162",11
"nomin_BarackObama_1_163",11
"nomin_BarackObama_1_164",11
"nomin_BarackObama_1_165",11
"nomin_BarackObama_1_166",11
"nomin_BarackObama_1_167",15
"nomin_BarackObama_1_168",14
"nomin_BarackObama_1_169",15
"nomin_BarackObama_1_170",8
"nomin_BarackObama_1_171",12
"nomin_BarackObama_1_172",12
"nomin_BarackObama_1_173",12
"nomin_BarackObama_1_174",12
"nomin_BarackObama_1_175",6
"nomin_BarackObama_1_176",6
"nomin_BarackObama_1_177",8
"nomin_BarackObama_1_178",10
"nomin_BarackObama_1_179",10
"nomin_BarackObama_1_180",12
"nomin_BarackObama_1_181",12
"nomin_BarackObama_1_182",12
"nomin_BarackObama_1_183",7
"nomin_BarackObama_1_184",3
"nomin_BarackObama_1_185",10
"nomin_BarackObama_1_186",3
"nomin_BarackObama_1_187",10
"nomin_BarackObama_1_188",6
"nomin_BarackObama_1_189",10
"nomin_BarackObama_1_190",14
"nomin_BarackObama_1_191",10
"nomin_BarackObama_1_192",10
"nomin_BarackObama_1_193",10
"nomin_BarackObama_1_194",10
"nomin_BarackObama_1_195",10
"nomin_BarackObama_1_196",7
"nomin_BarackObama_1_197",7
"nomin_BarackObama_1_198",10
"nomin_BarackObama_1_199",10
"nomin_BarackObama_1_200",6
"nomin_BarackObama_1_201",10
"nomin_BarackObama_1_202",6
"nomin_BarackObama_1_203",6
"nomin_BarackObama_1_204",15
"nomin_BarackObama_1_205",12
"nomin_BarackObama_1_206",13
"nomin_BarackObama_1_207",13
"nomin_BarackObama_1_208",13
"nomin_BarackObama_1_209",15
"nomin_BarackObama_1_210",15
"nomin_BarackObama_1_211",15
"nomin_BarackObama_1_212",13
"nomin_BarackObama_1_213",10
"nomin_BarackObama_1_214",7
"nomin_BarackObama_1_215",7
"nomin_BarackObama_1_216",7
"nomin_BarackObama_1_217",7
"nomin_BarackObama_1_218",12
"nomin_BarackObama_1_219",6
"nomin_BarackObama_1_220",10
"nomin_BarackObama_1_221",6
"nomin_BarackObama_1_222",14
"nomin_BarackObama_1_223",11
"nomin_BarackObama_1_224",15
"nomin_BarackObama_1_225",15
"nomin_BarackObama_1_226",6
"nomin_BarackObama_1_227",6
"nomin_BarackObama_1_228",6
"nomin_BarackObama_1_229",6
"nomin_BarackObama_1_230",6
"nomin_BarackObama_1_231",6
"nomin_BarackObama_1_232",6
"nomin_BarackObama_1_233",6
"nomin_BarackObama_1_234",6
"nomin_BarackObama_1_235",6
"nomin_BarackObama_1_236",6
"nomin_BarackObama_1_237",3
"nomin_BarackObama_1_238",3
"nomin_BarackObama_1_239",10
"nomin_BarackObama_1_240",7
"nomin_BarackObama_1_241",7
"nomin_BarackObama_1_242",7
"nomin_BarackObama_1_243",7
"nomin_BarackObama_1_244",15
"nomin_BarackObama_1_245",15
"nomin_BarackObama_1_246",15
"nomin_BarackObama_1_247",15
"nomin_JohnFKerry_1_2",8
"nomin_JohnFKerry_1_3",15
"nomin_JohnFKerry_1_4",15
"nomin_JohnFKerry_1_5",8
"nomin_JohnFKerry_1_6",8
"nomin_JohnFKerry_1_7",7
"nomin_JohnFKerry_1_8",9
"nomin_JohnFKerry_1_9",7
"nomin_JohnFKerry_1_10",7
"nomin_JohnFKerry_1_11",7
"nomin_JohnFKerry_1_12",6
"nomin_JohnFKerry_1_13",6
"nomin_JohnFKerry_1_14",10
"nomin_JohnFKerry_1_15",10
"nomin_JohnFKerry_1_16",3
"nomin_JohnFKerry_1_17",6
"nomin_JohnFKerry_1_18",6
"nomin_JohnFKerry_1_19",7
"nomin_JohnFKerry_1_20",6
"nomin_JohnFKerry_1_21",6
"nomin_JohnFKerry_1_22",6
"nomin_JohnFKerry_1_23",6
"nomin_JohnFKerry_1_24",6
"nomin_JohnFKerry_1_25",8
"nomin_JohnFKerry_1_26",8
"nomin_JohnFKerry_1_27",8
"nomin_JohnFKerry_1_28",6
"nomin_JohnFKerry_1_29",11
"nomin_JohnFKerry_1_30",11
"nomin_JohnFKerry_1_31",11
"nomin_JohnFKerry_1_32",6
"nomin_JohnFKerry_1_33",6
"nomin_JohnFKerry_1_34",6
"nomin_JohnFKerry_1_35",6
"nomin_JohnFKerry_1_36",6
"nomin_JohnFKerry_1_37",6
"nomin_JohnFKerry_1_38",6
"nomin_JohnFKerry_1_39",6
"nomin_JohnFKerry_1_40",6
"nomin_JohnFKerry_1_41",15
"nomin_JohnFKerry_1_42",8
"nomin_JohnFKerry_1_43",8
"nomin_JohnFKerry_1_44",14
"nomin_JohnFKerry_1_45",14
"nomin_JohnFKerry_1_46",3
"nomin_JohnFKerry_1_47",6
"nomin_JohnFKerry_1_48",4
"nomin_JohnFKerry_1_49",10
"nomin_JohnFKerry_1_50",10
"nomin_JohnFKerry_1_51",15
"nomin_JohnFKerry_1_52",15
"nomin_JohnFKerry_1_53",15
"nomin_JohnFKerry_1_54",15
"nomin_JohnFKerry_1_55",8
"nomin_JohnFKerry_1_56",3
"nomin_JohnFKerry_1_57",8
"nomin_JohnFKerry_1_58",6
"nomin_JohnFKerry_1_59",6
"nomin_JohnFKerry_1_60",7
"nomin_JohnFKerry_1_61",7
"nomin_JohnFKerry_1_62",8
"nomin_JohnFKerry_1_63",3
"nomin_JohnFKerry_1_64",3
"nomin_JohnFKerry_1_65",3
"nomin_JohnFKerry_1_66",4
"nomin_JohnFKerry_1_67",11
"nomin_JohnFKerry_1_68",11
"nomin_JohnFKerry_1_69",11
"nomin_JohnFKerry_1_70",7
"nomin_JohnFKerry_1_71",7
"nomin_JohnFKerry_1_72",7
"nomin_JohnFKerry_1_73",7
"nomin_JohnFKerry_1_74",10
"nomin_JohnFKerry_1_75",10
"nomin_JohnFKerry_1_76",10
"nomin_JohnFKerry_1_77",13
"nomin_JohnFKerry_1_78",3
"nomin_JohnFKerry_1_79",13
"nomin_JohnFKerry_1_80",15
"nomin_JohnFKerry_1_81",13
"nomin_JohnFKerry_1_82",7
"nomin_JohnFKerry_1_83",7
"nomin_JohnFKerry_1_84",7
"nomin_JohnFKerry_1_85",7
"nomin_JohnFKerry_1_86",6
"nomin_JohnFKerry_1_87",8
"nomin_JohnFKerry_1_88",6
"nomin_JohnFKerry_1_89",8
"nomin_JohnFKerry_1_90",8
"nomin_JohnFKerry_1_91",8
"nomin_JohnFKerry_1_92",6
"nomin_JohnFKerry_1_93",6
"nomin_JohnFKerry_1_94",8
"nomin_JohnFKerry_1_95",8
"nomin_JohnFKerry_1_96",10
"nomin_JohnFKerry_1_97",3
"nomin_JohnFKerry_1_98",6
"nomin_JohnFKerry_1_99",6
"nomin_JohnFKerry_1_100",6
"nomin_JohnFKerry_1_101",6
"nomin_JohnFKerry_1_102",6
"nomin_JohnFKerry_1_103",8
"nomin_JohnFKerry_1_104",8
"nomin_JohnFKerry_1_105",15
"nomin_JohnFKerry_1_106",15
"nomin_JohnFKerry_1_107",6
"nomin_JohnFKerry_1_108",6
"nomin_JohnFKerry_1_109",6
"nomin_JohnFKerry_1_110",6
"nomin_JohnFKerry_1_111",6
"nomin_JohnFKerry_1_112",6
"nomin_JohnFKerry_1_113",8
"nomin_JohnFKerry_1_114",8
"nomin_JohnFKerry_1_115",12
"nomin_JohnFKerry_1_116",13
"nomin_JohnFKerry_1_117",13
"nomin_JohnFKerry_1_118",10
"nomin_JohnFKerry_1_119",10
"nomin_JohnFKerry_1_120",11
"nomin_JohnFKerry_1_121",3
"nomin_JohnFKerry_1_122",12
"nomin_JohnFKerry_1_123",3
"nomin_JohnFKerry_1_124",3
"nomin_JohnFKerry_1_125",10
"nomin_JohnFKerry_1_126",10
"nomin_JohnFKerry_1_127",10
"nomin_JohnFKerry_1_128",10
"nomin_JohnFKerry_1_129",3
"nomin_JohnFKerry_1_130",3
"nomin_JohnFKerry_1_131",12
"nomin_JohnFKerry_1_132",3
"nomin_JohnFKerry_1_133",3
"nomin_JohnFKerry_1_134",11
"nomin_JohnFKerry_1_135",11
"nomin_JohnFKerry_1_136",7
"nomin_JohnFKerry_1_137",10
"nomin_JohnFKerry_1_138",10
"nomin_JohnFKerry_1_139",11
"nomin_JohnFKerry_1_140",11
"nomin_JohnFKerry_1_141",3
"nomin_JohnFKerry_1_142",3
"nomin_JohnFKerry_1_143",3
"nomin_JohnFKerry_1_144",3
"nomin_JohnFKerry_1_145",11
"nomin_JohnFKerry_1_146",11
"nomin_JohnFKerry_1_147",11
"nomin_JohnFKerry_1_148",8
"nomin_JohnFKerry_1_149",11
"nomin_JohnFKerry_1_150",11
"nomin_JohnFKerry_1_151",11
"nomin_JohnFKerry_1_152",4
"nomin_JohnFKerry_1_153",11
"nomin_JohnFKerry_1_154",3
"nomin_JohnFKerry_1_155",10
"nomin_JohnFKerry_1_156",11
"nomin_JohnFKerry_1_157",11
"nomin_JohnFKerry_1_158",11
"nomin_JohnFKerry_1_159",3
"nomin_JohnFKerry_1_160",3
"nomin_JohnFKerry_1_161",6
"nomin_JohnFKerry_1_162",6
"nomin_JohnFKerry_1_163",6
"nomin_JohnFKerry_1_164",12
"nomin_JohnFKerry_1_165",5
"nomin_JohnFKerry_1_166",5
"nomin_JohnFKerry_1_167",5
"nomin_JohnFKerry_1_168",1
"nomin_JohnFKerry_1_169",13
"nomin_JohnFKerry_1_170",6
"nomin_JohnFKerry_1_171",6
"nomin_JohnFKerry_1_172",6
"nomin_JohnFKerry_1_173",15
"nomin_JohnFKerry_1_174",15
"nomin_JohnFKerry_1_175",6
"nomin_JohnFKerry_1_176",6
"nomin_JohnFKerry_1_177",6
"nomin_JohnFKerry_1_178",6
"nomin_JohnFKerry_1_179",6
"nomin_JohnFKerry_1_180",6
"nomin_JohnFKerry_1_181",6
"nomin_JohnFKerry_1_182",6
"nomin_JohnFKerry_1_183",6
"nomin_JohnFKerry_1_184",6
"nomin_JohnFKerry_1_185",1
"nomin_JohnFKerry_1_186",3
"nomin_JohnFKerry_1_187",3
"nomin_JohnFKerry_1_188",10
"nomin_JohnFKerry_1_189",10
"nomin_JohnFKerry_1_190",12
"nomin_JohnFKerry_1_191",12
"nomin_JohnFKerry_1_192",12
"nomin_JohnFKerry_1_193",10
"nomin_JohnFKerry_1_194",10
"nomin_JohnFKerry_1_195",10
"nomin_JohnFKerry_1_196",10
"nomin_JohnFKerry_1_197",6
"nomin_JohnFKerry_1_198",10
"nomin_JohnFKerry_1_199",10
"nomin_JohnFKerry_1_200",7
"nomin_JohnFKerry_1_201",7
"nomin_JohnFKerry_1_202",7
"nomin_JohnFKerry_1_203",7
"nomin_JohnFKerry_1_204",7
"nomin_JohnFKerry_1_205",7
"nomin_JohnFKerry_1_206",6
"nomin_JohnFKerry_1_207",7
"nomin_JohnFKerry_1_208",7
"nomin_JohnFKerry_1_209",7
"nomin_JohnFKerry_1_210",7
"nomin_JohnFKerry_1_211",7
"nomin_JohnFKerry_1_212",12
"nomin_JohnFKerry_1_213",12
"nomin_JohnFKerry_1_214",12
"nomin_JohnFKerry_1_215",12
"nomin_JohnFKerry_1_216",3
"nomin_JohnFKerry_1_217",7
"nomin_JohnFKerry_1_218",7
"nomin_JohnFKerry_1_219",6
"nomin_JohnFKerry_1_220",15
"nomin_JohnFKerry_1_221",6
"nomin_JohnFKerry_1_222",6
"nomin_JohnFKerry_1_223",6
"nomin_JohnFKerry_1_224",13
"nomin_JohnFKerry_1_225",13
"nomin_JohnFKerry_1_226",15
"nomin_JohnFKerry_1_227",7
"nomin_JohnFKerry_1_228",7
"nomin_JohnFKerry_1_229",7
"nomin_JohnFKerry_1_230",7
"nomin_JohnFKerry_1_231",8
"nomin_JohnFKerry_1_232",8
"nomin_JohnFKerry_1_233",15
"nomin_JohnFKerry_1_234",7
"nomin_JohnFKerry_1_235",15
"nomin_JohnFKerry_1_236",6
"nomin_JohnFKerry_1_237",7
"nomin_JohnFKerry_1_238",7
"nomin_JohnFKerry_1_239",7
"nomin_JohnFKerry_1_240",7
"nomin_JohnFKerry_1_241",7
"nomin_JohnFKerry_1_242",7
"nomin_JohnFKerry_1_243",7
"nomin_JohnFKerry_1_244",7
"nomin_JohnFKerry_1_245",7
"nomin_JohnFKerry_1_246",7
"nomin_JohnFKerry_1_247",1
"nomin_JohnFKerry_1_248",1
"nomin_JohnFKerry_1_249",7
"nomin_JohnFKerry_1_250",7
"nomin_JohnFKerry_1_251",7
"nomin_JohnFKerry_1_252",7
"nomin_JohnFKerry_1_253",7
"nomin_JohnFKerry_1_254",7
"nomin_JohnFKerry_1_255",7
"nomin_JohnFKerry_1_256",7
"nomin_JohnFKerry_1_257",7
"nomin_JohnFKerry_1_258",7
"nomin_JohnFKerry_1_259",7
"nomin_JohnFKerry_1_260",7
"nomin_JohnFKerry_1_261",7
"nomin_JohnFKerry_1_262",7
"nomin_JohnFKerry_1_263",7
"nomin_JohnFKerry_1_264",7
"nomin_JohnFKerry_1_265",7
"nomin_JohnFKerry_1_266",7
"nomin_JohnFKerry_1_267",7
"nomin_JohnFKerry_1_268",7
"nomin_JohnFKerry_1_269",7
"nomin_JohnFKerry_1_270",7
"nomin_JohnFKerry_1_271",7
"nomin_JohnFKerry_1_272",3
"nomin_JohnFKerry_1_273",6
"nomin_JohnFKerry_1_274",7
"nomin_JohnFKerry_1_275",7
"nomin_JohnFKerry_1_276",7
"nomin_JohnFKerry_1_277",7
"nomin_JohnFKerry_1_278",7
"nomin_JohnFKerry_1_279",7
"nomin_JohnFKerry_1_280",7
"nomin_JohnFKerry_1_281",7
"nomin_JohnFKerry_1_282",7
"nomin_JohnFKerry_1_283",7
"nomin_JohnFKerry_1_284",10
"nomin_JohnFKerry_1_285",8
"nomin_JohnFKerry_1_286",8
"nomin_JohnFKerry_1_287",8
"nomin_JohnFKerry_1_288",15
"nomin_JohnFKerry_1_289",15
"nomin_JohnFKerry_1_290",15
"nomin_JohnFKerry_1_291",15
"nomin_JohnFKerry_1_292",12
"nomin_JohnFKerry_1_293",12
"nomin_JohnFKerry_1_294",12
"nomin_JohnFKerry_1_295",6
"nomin_JohnFKerry_1_296",6
"nomin_JohnFKerry_1_297",6
"nomin_JohnFKerry_1_298",8
"nomin_JohnFKerry_1_299",6
"nomin_JohnFKerry_1_300",6
"nomin_JohnFKerry_1_301",6
"nomin_JohnFKerry_1_302",6
"nomin_JohnFKerry_1_303",6
"nomin_JohnFKerry_1_304",13
"nomin_JohnFKerry_1_305",7
"nomin_JohnFKerry_1_306",7
"nomin_JohnFKerry_1_307",10
"nomin_JohnFKerry_1_308",15
"nomin_JohnFKerry_1_309",15
"nomin_JohnFKerry_1_310",15
"nomin_JohnFKerry_1_311",15
"nomin_JohnFKerry_1_312",8
"nomin_JohnFKerry_1_313",8
"nomin_JohnFKerry_1_314",6
"nomin_JohnFKerry_1_315",6
"nomin_JohnFKerry_1_316",7
"nomin_JohnFKerry_1_317",13
"nomin_JohnFKerry_1_318",13
"nomin_JohnFKerry_1_319",13
"nomin_JohnFKerry_1_320",7
"nomin_JohnFKerry_1_321",7
"nomin_JohnFKerry_1_322",6
"nomin_JohnFKerry_1_323",10
"nomin_JohnFKerry_1_324",6
"nomin_JohnFKerry_1_325",7
"nomin_JohnFKerry_1_326",6
"nomin_JohnFKerry_1_327",6
"nomin_JohnFKerry_1_328",15
"nomin_JohnFKerry_1_329",3
"nomin_JohnFKerry_1_330",3
"nomin_JohnFKerry_1_331",3
"nomin_JohnFKerry_1_332",15
"nomin_JohnFKerry_1_333",15
"nomin_JohnFKerry_1_334",15
"nomin_JohnFKerry_1_335",6
"nomin_JohnFKerry_1_336",6
"nomin_AlbertGore,Jr_1_2",8
"nomin_AlbertGore,Jr_1_3",8
"nomin_AlbertGore,Jr_1_4",8
"nomin_AlbertGore,Jr_1_5",8
"nomin_AlbertGore,Jr_1_6",8
"nomin_AlbertGore,Jr_1_7",8
"nomin_AlbertGore,Jr_1_8",8
"nomin_AlbertGore,Jr_1_9",8
"nomin_AlbertGore,Jr_1_10",8
"nomin_AlbertGore,Jr_1_12",6
"nomin_AlbertGore,Jr_1_14",6
"nomin_AlbertGore,Jr_1_15",6
"nomin_AlbertGore,Jr_1_16",6
"nomin_AlbertGore,Jr_1_17",6
"nomin_AlbertGore,Jr_1_18",6
"nomin_AlbertGore,Jr_1_19",6
"nomin_AlbertGore,Jr_1_20",8
"nomin_AlbertGore,Jr_1_21",7
"nomin_AlbertGore,Jr_1_22",8
"nomin_AlbertGore,Jr_1_23",8
"nomin_AlbertGore,Jr_1_24",8
"nomin_AlbertGore,Jr_1_25",8
"nomin_AlbertGore,Jr_1_26",8
"nomin_AlbertGore,Jr_1_27",8
"nomin_AlbertGore,Jr_1_28",8
"nomin_AlbertGore,Jr_1_29",8
"nomin_AlbertGore,Jr_1_30",8
"nomin_AlbertGore,Jr_1_31",7
"nomin_AlbertGore,Jr_1_32",7
"nomin_AlbertGore,Jr_1_33",7
"nomin_AlbertGore,Jr_1_34",7
"nomin_AlbertGore,Jr_1_35",7
"nomin_AlbertGore,Jr_1_36",7
"nomin_AlbertGore,Jr_1_37",7
"nomin_AlbertGore,Jr_1_38",15
"nomin_AlbertGore,Jr_1_39",10
"nomin_AlbertGore,Jr_1_40",12
"nomin_AlbertGore,Jr_1_41",15
"nomin_AlbertGore,Jr_1_42",15
"nomin_AlbertGore,Jr_1_43",7
"nomin_AlbertGore,Jr_1_44",7
"nomin_AlbertGore,Jr_1_45",7
"nomin_AlbertGore,Jr_1_46",7
"nomin_AlbertGore,Jr_1_47",7
"nomin_AlbertGore,Jr_1_48",7
"nomin_AlbertGore,Jr_1_49",7
"nomin_AlbertGore,Jr_1_50",7
"nomin_AlbertGore,Jr_1_51",7
"nomin_AlbertGore,Jr_1_52",7
"nomin_AlbertGore,Jr_1_53",10
"nomin_AlbertGore,Jr_1_54",7
"nomin_AlbertGore,Jr_1_55",7
"nomin_AlbertGore,Jr_1_56",7
"nomin_AlbertGore,Jr_1_57",6
"nomin_AlbertGore,Jr_1_58",15
"nomin_AlbertGore,Jr_1_59",6
"nomin_AlbertGore,Jr_1_60",15
"nomin_AlbertGore,Jr_1_61",15
"nomin_AlbertGore,Jr_1_62",15
"nomin_AlbertGore,Jr_1_63",6
"nomin_AlbertGore,Jr_1_64",10
"nomin_AlbertGore,Jr_1_65",6
"nomin_AlbertGore,Jr_1_66",6
"nomin_AlbertGore,Jr_1_67",6
"nomin_AlbertGore,Jr_1_68",6
"nomin_AlbertGore,Jr_1_69",6
"nomin_AlbertGore,Jr_1_70",6
"nomin_AlbertGore,Jr_1_71",6
"nomin_AlbertGore,Jr_1_72",6
"nomin_AlbertGore,Jr_1_73",6
"nomin_AlbertGore,Jr_1_74",2
"nomin_AlbertGore,Jr_1_76",2
"nomin_AlbertGore,Jr_1_77",8
"nomin_AlbertGore,Jr_1_78",8
"nomin_AlbertGore,Jr_1_79",6
"nomin_AlbertGore,Jr_1_80",6
"nomin_AlbertGore,Jr_1_81",6
"nomin_AlbertGore,Jr_1_82",8
"nomin_AlbertGore,Jr_1_83",10
"nomin_AlbertGore,Jr_1_84",10
"nomin_AlbertGore,Jr_1_85",10
"nomin_AlbertGore,Jr_1_86",7
"nomin_AlbertGore,Jr_1_87",7
"nomin_AlbertGore,Jr_1_88",6
"nomin_AlbertGore,Jr_1_89",10
"nomin_AlbertGore,Jr_1_90",10
"nomin_AlbertGore,Jr_1_91",10
"nomin_AlbertGore,Jr_1_92",10
"nomin_AlbertGore,Jr_1_93",8
"nomin_AlbertGore,Jr_1_94",10
"nomin_AlbertGore,Jr_1_95",6
"nomin_AlbertGore,Jr_1_96",10
"nomin_AlbertGore,Jr_1_97",13
"nomin_AlbertGore,Jr_1_98",8
"nomin_AlbertGore,Jr_1_99",2
"nomin_AlbertGore,Jr_1_100",6
"nomin_AlbertGore,Jr_1_101",6
"nomin_AlbertGore,Jr_1_102",7
"nomin_AlbertGore,Jr_1_103",7
"nomin_AlbertGore,Jr_1_104",7
"nomin_AlbertGore,Jr_1_105",7
"nomin_AlbertGore,Jr_1_106",7
"nomin_AlbertGore,Jr_1_107",7
"nomin_AlbertGore,Jr_1_108",6
"nomin_AlbertGore,Jr_1_109",8
"nomin_AlbertGore,Jr_1_110",10
"nomin_AlbertGore,Jr_1_111",10
"nomin_AlbertGore,Jr_1_112",10
"nomin_AlbertGore,Jr_1_113",6
"nomin_AlbertGore,Jr_1_114",6
"nomin_AlbertGore,Jr_1_115",6
"nomin_AlbertGore,Jr_1_116",7
"nomin_AlbertGore,Jr_1_117",7
"nomin_AlbertGore,Jr_1_118",7
"nomin_AlbertGore,Jr_1_119",7
"nomin_AlbertGore,Jr_1_120",8
"nomin_AlbertGore,Jr_1_121",7
"nomin_AlbertGore,Jr_1_122",7
"nomin_AlbertGore,Jr_1_123",7
"nomin_AlbertGore,Jr_1_124",11
"nomin_AlbertGore,Jr_1_125",6
"nomin_AlbertGore,Jr_1_126",6
"nomin_AlbertGore,Jr_1_127",6
"nomin_AlbertGore,Jr_1_128",7
"nomin_AlbertGore,Jr_1_129",7
"nomin_AlbertGore,Jr_1_130",7
"nomin_AlbertGore,Jr_1_131",7
"nomin_AlbertGore,Jr_1_132",7
"nomin_AlbertGore,Jr_1_133",7
"nomin_AlbertGore,Jr_1_134",7
"nomin_AlbertGore,Jr_1_135",7
"nomin_AlbertGore,Jr_1_136",7
"nomin_AlbertGore,Jr_1_137",7
"nomin_AlbertGore,Jr_1_138",7
"nomin_AlbertGore,Jr_1_139",7
"nomin_AlbertGore,Jr_1_140",7
"nomin_AlbertGore,Jr_1_141",7
"nomin_AlbertGore,Jr_1_142",7
"nomin_AlbertGore,Jr_1_143",3
"nomin_AlbertGore,Jr_1_144",6
"nomin_AlbertGore,Jr_1_145",8
"nomin_AlbertGore,Jr_1_149",8
"nomin_AlbertGore,Jr_1_150",8
"nomin_AlbertGore,Jr_1_151",8
"nomin_AlbertGore,Jr_1_152",8
"nomin_AlbertGore,Jr_1_153",8
"nomin_AlbertGore,Jr_1_155",8
"nomin_AlbertGore,Jr_1_156",8
"nomin_AlbertGore,Jr_1_157",3
"nomin_AlbertGore,Jr_1_158",7
"nomin_AlbertGore,Jr_1_159",6
"nomin_AlbertGore,Jr_1_160",6
"nomin_AlbertGore,Jr_1_161",6
"nomin_AlbertGore,Jr_1_162",6
"nomin_AlbertGore,Jr_1_163",6
"nomin_AlbertGore,Jr_1_164",6
"nomin_AlbertGore,Jr_1_165",6
"nomin_AlbertGore,Jr_1_166",6
"nomin_AlbertGore,Jr_1_167",6
"nomin_AlbertGore,Jr_1_168",7
"nomin_AlbertGore,Jr_1_169",7
"nomin_AlbertGore,Jr_1_170",7
"nomin_AlbertGore,Jr_1_171",7
"nomin_AlbertGore,Jr_1_172",6
"nomin_AlbertGore,Jr_1_173",6
"nomin_AlbertGore,Jr_1_174",7
"nomin_AlbertGore,Jr_1_175",6
"nomin_AlbertGore,Jr_1_176",8
"nomin_AlbertGore,Jr_1_177",10
"nomin_AlbertGore,Jr_1_178",3
"nomin_AlbertGore,Jr_1_179",3
"nomin_AlbertGore,Jr_1_180",3
"nomin_AlbertGore,Jr_1_181",8
"nomin_AlbertGore,Jr_1_182",8
"nomin_AlbertGore,Jr_1_183",15
"nomin_AlbertGore,Jr_1_184",13
"nomin_AlbertGore,Jr_1_185",15
"nomin_AlbertGore,Jr_1_186",13
"nomin_AlbertGore,Jr_1_187",7
"nomin_AlbertGore,Jr_1_188",7
"nomin_AlbertGore,Jr_1_189",7
"nomin_AlbertGore,Jr_1_190",10
"nomin_AlbertGore,Jr_1_192",9
"nomin_AlbertGore,Jr_1_193",8
"nomin_AlbertGore,Jr_1_194",15
"nomin_AlbertGore,Jr_1_195",7
"nomin_AlbertGore,Jr_1_196",7
"nomin_AlbertGore,Jr_1_197",13
"nomin_AlbertGore,Jr_1_198",7
"nomin_AlbertGore,Jr_1_199",3
"nomin_AlbertGore,Jr_1_200",3
"nomin_AlbertGore,Jr_1_201",3
"nomin_AlbertGore,Jr_1_202",7
"nomin_AlbertGore,Jr_1_203",7
"nomin_AlbertGore,Jr_1_204",7
"nomin_AlbertGore,Jr_1_205",7
"nomin_AlbertGore,Jr_1_206",7
"nomin_AlbertGore,Jr_1_207",7
"nomin_AlbertGore,Jr_1_208",7
"nomin_AlbertGore,Jr_1_209",7
"nomin_AlbertGore,Jr_1_210",7
"nomin_AlbertGore,Jr_1_211",7
"nomin_AlbertGore,Jr_1_212",7
"nomin_AlbertGore,Jr_1_213",7
"nomin_AlbertGore,Jr_1_214",15
"nomin_AlbertGore,Jr_1_215",8
"nomin_AlbertGore,Jr_1_216",8
"nomin_AlbertGore,Jr_1_220",8
"nomin_AlbertGore,Jr_1_221",8
"nomin_AlbertGore,Jr_1_222",8
"nomin_AlbertGore,Jr_1_223",7
"nomin_AlbertGore,Jr_1_224",7
"nomin_AlbertGore,Jr_1_225",7
"nomin_AlbertGore,Jr_1_227",7
"nomin_AlbertGore,Jr_1_228",7
"nomin_AlbertGore,Jr_1_229",7
